City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1686264235
360,mertola,37.6592,-7.6643,18.45,85,5,4.16,PT,1686264236
361,wynyard,-41.0,145.7167,6.66,87,86,4.75,AU,1686264236
362,amga,60.8953,131.9608,18.79,50,79,2.29,RU,1686264236
363,formosa do rio preto,-11.0483,-45.1931,25.24,43,16,1.52,BR,1686264236
364,haldensleben i,52.2891,11.4098,17.63,86,87,1.41,DE,1686264236
365,buenaventura,3.8801,-77.0312,25.1,93,100,1.36,CO,1686264236
366,saldanha,-33.0117,17.9442,14.03,90,79,2.33,ZA,1686264236
367,ola,59.5833,151.2833,6.34,84,55,2.33,RU,1686264236
368,somerset,40.5668,-74.5496,21.72,55,100,2.06,US,1686263970
369,naestved,55.2299,11.7609,10.64,68,0,2.1,DK,1686264237
370,iskateley,67.6803,53.1512,5.32,84,99,2.77,RU,1686264237
371,khost,33.3395,69.9204,25.45,41,0,0.98,AF,1686264237
372,kenora,49.8167,-94.4337,24.54,23,75,3.09,CA,1686264104
373,puerto aysen,-45.4,-72.7,2.02,94,97,2.4,CL,1686264184
374,matinha,-3.1006,-45.0336,23.56,97,21,1.66,BR,1686264237
375,beledweyne,4.7358,45.2036,25.22,80,100,9.24,SO,1686264237
376,sabang,5.8933,95.3214,28.2,76,100,5.51,ID,1686264237
377,powell river,49.8496,-124.5361,24.8,41,75,3.09,CA,1686264237
378,chiang rai,19.9167,99.9167,24.99,100,40,0.0,TH,1686264238
379,tefe,-3.3542,-64.7114,26.06,94,40,0.0,BR,1686264238
380,kudahuvadhoo,2.6708,72.8944,28.62,74,80,5.31,MV,1686264238
381,winterville,35.529,-77.4011,25.01,60,75,3.6,US,1686264238
382,lebu,-37.6167,-73.65,11.53,85,100,6.9,CL,1686264238
383,sarikei,2.1167,111.5167,24.25,95,80,0.64,MY,1686264238
384,santo antonio do sudoeste,-26.0736,-53.7253,14.89,84,0,0.69,BR,1686264238
385,magadan,59.5667,150.8,7.89,81,40,2.37,RU,1686264238
386,aden,12.7794,45.0367,30.63,77,35,2.21,YE,1686264239
387,santa cruz,-17.8,-63.1667,27.03,74,40,5.66,BO,1686264161
388,preobrazheniye,42.9019,133.9064,11.72,97,100,8.23,RU,1686264239
389,usogorsk,63.4106,48.6872,4.74,75,100,2.54,RU,1686263944
390,abadiania,-16.2042,-48.7069,21.51,46,26,1.52,BR,1686264239
391,kerema,-7.9631,145.7785,25.58,87,100,1.33,PG,1686264239
392,wundanyi,-3.4019,38.364,14.84,89,10,2.56,KE,1686264239
393,varva,50.495,32.7197,14.7,87,90,2.57,UA,1686264239
394,bethanie,-26.4833,17.15,7.87,74,0,1.04,NA,1686264239
395,agat village,13.3886,144.6585,28.52,86,40,2.06,GU,1686264240
396,luang namtha,20.9497,101.4011,22.45,99,99,0.68,LA,1686264240
397,sabaneta,6.15,-75.6,21.04,89,100,4.12,CO,1686264240
398,yazman,29.1212,71.7446,35.08,37,0,7.18,PK,1686264240
399,saudarkrokur,65.7461,-19.6394,9.26,81,100,6.6,IS,1686264240
400,misratah,32.3754,15.0925,21.52,73,34,2.85,LY,1686264240
401,ferkessedougou,9.6,-5.2,25.14,77,92,3.63,CI,1686264240
402,mhamid,29.82,-5.72,27.28,22,56,9.0,MA,1686264240
403,abu zabad,12.35,29.25,29.54,47,38,1.16,SD,1686264240
404,bhavnagar,21.7667,72.15,29.02,72,2,5.63,IN,1686264241
405,gunnedah,-30.9833,150.25,11.11,81,70,1.1,AU,1686264241
406,santa rosalia,27.3167,-112.2833,29.23,29,100,1.56,MX,1686264241
407,keflavik,64.0049,-22.5624,9.24,93,100,10.29,IS,1686264241
408,northam,51.0333,-4.2167,17.01,68,90,7.63,GB,1686264241
409,morehead city,34.7229,-76.726,26.03,77,0,6.17,US,1686263971
410,laela,-8.5667,32.05,14.63,82,34,0.75,TZ,1686264241
411,inhambane,-23.865,35.3833,21.44,86,0,4.85,MZ,1686264241
412,mumford,5.2618,-0.759,26.1,84,91,3.65,GH,1686264241
413,orsa,54.5153,30.4053,12.78,91,49,2.79,BY,1686264242
414,bereznik,62.8551,42.7072,7.89,94,100,3.29,RU,1686264242
415,isola di capo rizzuto,38.96,17.0933,20.1,83,14,2.15,IT,1686264242
416,lesosibirsk,58.2358,92.4828,19.18,81,78,1.12,RU,1686264242
417,kirakira,-10.4544,161.9205,27.5,81,84,3.11,SB,1686264242
418,ikem,6.779,7.7169,20.94,97,91,1.79,NG,1686264242
419,la malbaie,47.6575,-70.1559,10.46,96,100,5.26,CA,1686264140
420,opuwo,-18.0607,13.84,15.99,32,0,2.24,NA,1686264243
421,ust'-kulom,61.6864,53.6902,2.68,78,25,1.1,RU,1686264243
422,greymouth,-42.4667,171.2,8.14,57,0,1.75,NZ,1686264243
423,sechura,-5.5569,-80.8222,26.31,66,86,7.37,PE,1686264243
424,forster,-32.1667,152.5167,10.72,100,3,2.95,AU,1686264243
425,mil'kovo,55.6078,37.7956,14.22,87,23,3.08,RU,1686264244
426,neftcala,39.3742,49.2472,19.93,63,78,1.46,AZ,1686263959
427,suva,-18.1416,178.4415,24.71,83,75,1.54,FJ,1686264043
428,general mosconi,-23.1851,-62.303,27.81,44,1,6.45,AR,1686264244
429,sinabang,2.4803,96.3801,26.73,80,100,0.41,ID,1686264244
430,muynoq,43.7683,59.0214,21.59,47,67,3.77,UZ,1686264244
431,ilhabela,-23.7781,-45.3581,19.78,78,0,2.09,BR,1686264188
432,imamoglu,37.2651,35.6572,21.57,70,98,1.77,TR,1686264244
433,minas de marcona,-15.2119,-75.1103,14.8,78,2,5.01,PE,1686264245
434,holualoa,19.6228,-155.9522,24.91,82,75,3.6,US,1686264245
435,sultanah,24.4926,39.5857,34.25,14,0,2.06,SA,1686264245
436,bac kan,22.1333,105.8333,23.99,95,100,1.01,VN,1686264245
437,lesogorsk,56.0458,99.5136,20.05,63,64,0.92,RU,1686264246
438,general pico,-35.6566,-63.7568,18.9,68,39,4.28,AR,1686264246
439,sinop,41.7711,34.8709,16.0,58,100,2.1,TR,1686264246
440,rio gallegos,-51.6226,-69.2181,1.03,86,75,6.69,AR,1686264089
441,sihanoukville,10.6093,103.5296,25.97,94,75,3.6,KH,1686264246
442,mirny,62.5353,113.9611,11.8,62,40,1.36,RU,1686264246
443,progreso,21.2833,-89.6667,34.06,66,0,4.76,MX,1686264246
444,nieuw amsterdam,5.8833,-55.0833,27.3,93,40,0.0,SR,1686264246
445,rhinelander,45.6366,-89.4121,23.75,20,0,2.57,US,1686264247
446,tupiza,-21.45,-65.7167,14.54,10,0,1.62,BO,1686264247
447,sumberpucung,-8.1586,112.4829,22.5,95,69,0.91,ID,1686264247
448,khovd,48.0056,91.6419,21.29,28,69,2.56,MN,1686264247
449,kirensk,57.7853,108.1119,16.59,56,42,1.43,RU,1686264247
450,debre werk',10.6667,38.1667,15.69,64,63,0.89,ET,1686264247
451,ulladulla,-35.35,150.4667,13.2,57,15,4.15,AU,1686264247
452,guerrero negro,27.9769,-114.0611,19.68,61,100,8.33,MX,1686264248
453,eagle mountain,40.3141,-112.0069,21.77,49,65,2.68,US,1686264248
454,bereeda,11.8704,51.0579,29.87,67,87,1.56,SO,1686264248
455,erenhot,43.6475,111.9767,17.01,31,34,5.17,CN,1686264248
456,liwale,-9.7667,37.9333,19.83,97,98,0.53,TZ,1686264248
457,carutapera,-1.195,-46.02,24.92,91,14,2.7,BR,1686264248
458,labytnangi,66.6572,66.4183,3.97,74,66,1.42,RU,1686264248
459,mangalagiri,16.4333,80.55,33.49,39,98,3.48,IN,1686264249
460,riohacha,11.5444,-72.9072,25.06,94,75,3.09,CO,1686264249
461,mayqayyng,51.4625,75.7986,17.89,94,42,3.9,KZ,1686264249
462,touros,-5.1989,-35.4608,25.0,87,6,4.67,BR,1686264249
463,al bardiyah,31.7561,25.0865,20.63,85,13,5.2,LY,1686264249
464,grand falls-windsor,48.9332,-55.6649,13.06,77,49,1.79,CA,1686264249
465,malpica,43.3228,-8.8105,18.09,78,90,3.17,ES,1686264250
466,fisterra,42.9049,-9.2629,18.9,88,65,11.05,ES,1686263961
467,cabedelo,-6.9811,-34.8339,26.37,85,1,5.62,BR,1686264172
468,jatai,-17.8814,-51.7144,20.29,53,8,1.92,BR,1686264250
469,pontianak,-0.0333,109.3333,23.99,100,100,1.54,ID,1686264250
470,paranaiba,-19.6772,-51.1908,20.99,49,0,2.11,BR,1686264250
471,bandar abbas,27.1865,56.2808,28.99,84,0,2.06,IR,1686264250
472,lebedyan',53.0194,39.1664,15.33,84,99,1.91,RU,1686264250
473,antalaha,-14.9003,50.2788,21.17,87,3,2.57,MG,1686264251
474,sanctuary point,-35.1114,150.629,13.88,56,21,4.2,AU,1686264251
475,tirlyanskiy,54.2109,58.5806,7.19,96,12,1.53,RU,1686264251
476,kangding,30.0513,101.9603,10.75,95,100,0.38,CN,1686264251
477,winnemucca,40.973,-117.7357,23.03,31,40,6.69,US,1686264251
478,teknaf,20.8624,92.3058,25.88,86,70,5.1,BD,1686264251
479,gorontalo,0.5412,123.0595,25.54,81,15,0.55,ID,1686264251
480,toliara,-23.35,43.6667,21.04,76,0,2.71,MG,1686264252
481,queenstown,-31.8976,26.8753,9.47,63,12,5.94,ZA,1686264252
482,prince rupert,54.3161,-130.3201,19.05,57,0,3.6,CA,1686264039
483,barra de santo antonio,-9.4047,-35.5072,25.6,84,6,3.82,BR,1686264252
484,vernon,50.2581,-119.2691,36.63,16,80,2.06,CA,1686264060
485,road town,18.4167,-64.6167,30.02,74,20,3.09,VG,1686264252
486,fresno,36.6666,-119.8343,28.95,41,40,2.06,US,1686263731
487,punta arenas,-53.15,-70.9167,0.06,86,0,3.6,CL,1686263959
488,saint-francois,46.4154,3.9054,18.71,68,0,0.51,FR,1686264133
489,payson,40.0444,-111.7321,21.92,35,75,5.14,US,1686263970
490,galle,6.0367,80.217,27.1,85,99,5.71,LK,1686264003
491,vilyuysk,63.7553,121.6247,16.1,48,2,1.19,RU,1686264253
492,oodweyne,9.4092,45.064,24.02,59,43,3.48,SO,1686264253
493,colonia,50.9333,6.95,18.31,80,0,1.03,DE,1686263658
494,vilyuchinsk,52.9306,158.4028,16.15,61,68,1.36,RU,1686264253
495,wuchuan,21.4571,110.7659,26.3,92,91,2.04,CN,1686264253
496,dzilam gonzalez,21.2833,-88.9333,28.86,61,0,3.95,MX,1686264253
497,george,-33.963,22.4617,16.75,63,20,6.69,ZA,1686264253
498,los andes,-32.8337,-70.5983,15.01,62,59,1.12,CL,1686264253
499,thinadhoo,0.5333,72.9333,28.08,75,17,2.49,MV,1686264254
500,cidreira,-30.1811,-50.2056,19.83,78,2,4.13,BR,1686264254
501,twon-brass,4.3151,6.2418,26.75,81,100,6.75,NG,1686264254
502,katsuren-haebaru,26.3369,127.8719,27.43,86,75,4.12,JP,1686264254
503,cunha,-23.0744,-44.9597,13.41,80,0,0.88,BR,1686264254
504,harstad,68.799,16.5293,4.66,100,97,2.68,NO,1686264254
505,bamboo flat,11.7,92.7167,27.81,84,99,8.59,IN,1686264254
506,basavana bagevadi,16.5833,75.9667,26.61,64,60,6.83,IN,1686264254
507,gaspe,48.8334,-64.4819,8.12,100,100,0.0,CA,1686264255
508,goito,45.2549,10.6721,21.48,77,80,1.34,IT,1686263747
509,macouria,4.9167,-52.3667,24.97,88,100,2.06,GF,1686264255
510,dubbo,-32.25,148.6167,6.07,76,100,1.54,AU,1686264255
511,launceston,-41.45,147.1667,8.78,89,79,5.66,AU,1686264255
512,monguno,12.6786,13.6079,27.99,56,73,2.22,NG,1686264255
513,fortuna,40.5982,-124.1573,15.52,88,75,6.17,US,1686264255
514,fortaleza,-3.7227,-38.5247,28.07,78,0,3.6,BR,1686264153
515,rakvere,59.3464,26.3558,6.73,94,48,2.13,EE,1686263782
516,cerqueira cesar,-23.0356,-49.1661,15.83,69,0,0.5,BR,1686264256
517,port douglas,-16.4833,145.4667,22.48,71,33,2.04,AU,1686264256
518,jeremie,18.65,-74.1167,28.69,76,99,2.67,HT,1686264256
519,bakanas,44.8081,76.2772,26.41,21,7,3.09,KZ,1686264256
520,malango,-2.9627,119.9001,18.58,77,4,1.13,ID,1686264256
521,hasaki,35.7333,140.8333,21.79,94,100,12.2,JP,1686264256
522,da nang,16.0678,108.2208,26.99,89,40,1.03,VN,1686264092
523,nadym,65.5333,72.5167,6.01,57,92,2.12,RU,1686264256
524,kerewan,13.4898,-16.0888,25.94,76,2,6.14,GM,1686264256
525,santa elena de uairen,4.6167,-61.1333,20.16,91,47,1.26,VE,1686264257
526,tadine,-21.55,167.8833,22.8,58,3,3.03,NC,1686264257
527,padampur,29.6833,73.6167,33.62,36,0,3.58,IN,1686264257
528,smolensk,55.0,33.0,11.61,84,26,1.5,RU,1686264257
529,qaisumah,28.3112,46.1273,32.98,25,0,5.14,SA,1686264257
530,east london,-33.0153,27.9116,17.3,50,23,3.15,ZA,1686264257
531,tshikapa,-6.4167,20.8,23.65,75,77,1.43,CD,1686264257
532,miches,18.9836,-69.0476,28.99,65,68,4.8,DO,1686264257
533,paramonga,-10.6667,-77.8333,22.23,84,43,5.26,PE,1686264258
534,tromso,69.6496,18.957,4.01,87,75,2.57,NO,1686264258
535,qalat,32.1058,66.9083,24.01,12,0,1.87,AF,1686264258
536,mpongwe,-13.5091,28.155,15.27,61,14,2.36,ZM,1686264258
537,port-saint-louis-du-rhone,43.3833,4.8,22.13,78,0,3.09,FR,1686264258
538,arraial do cabo,-22.9661,-42.0278,20.92,88,0,3.09,BR,1686264258
539,monteagudo,-19.8167,-63.9833,17.85,83,0,0.69,BO,1686263716
540,zeya,53.75,127.2667,14.8,94,100,1.97,RU,1686264258
541,pingliang,35.5392,106.6861,19.1,35,26,3.3,CN,1686264258
542,moyale,3.5167,39.0584,19.65,82,97,3.74,KE,1686264259
543,bouarfa,32.53,-1.95,19.58,61,29,7.79,MA,1686264259
